stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1190,1190,MICHELANGELO 6,,38.136094620000001,13.316415570000002,1,,,,Europe/Rome,1
1191,1191,MICHELANGELO 7,,38.137197360000009,13.320153659999997,1,,,,Europe/Rome,1
1192,1192,MICHELE PIAZZA,,38.116214999999997,13.34420667,1,,,,Europe/Rome,1
120,120,AQUINO 5 MONTE,,38.074747340000002,13.30420964,1,,,,Europe/Rome,1
1200,1200,MOLARA - MIMOSA,,38.079722160000003,13.312253950000001,1,,,,Europe/Rome,1
1201,1201,MOLARA - MIMOSA,,38.07956909,13.3122392,1,,,,Europe/Rome,1
1202,1202,MOLARA - PIAZZA MOLARA,,38.080930870000003,13.311201179999999,1,,,,Europe/Rome,1
1203,1203,MOLARA - PIAZZA MOLARA,,38.080878089999999,13.311134129999999,1,,,,Europe/Rome,1
1207,1207,MONDELLO - STESICORO,,38.204915,13.322903330000001,1,,,,Europe/Rome,1
1208,1208,MONDELLO - TOLOMEA,,38.206204569999997,13.32422599,1,,,,Europe/Rome,1
1209,1209,MONETA - ALOI,,38.08531164,13.35312143,1,,,,Europe/Rome,1
121,121,AQUINO 5 VALLE,,38.074679119999999,13.304184530000001,1,,,,Europe/Rome,1
1210,1210,MONETA - ERMELLINO,,38.084724908333314,13.353881376666676,1,,,,Europe/Rome,1
1211,1211,MONTE SAN CALOGERO,,38.153955699999997,13.32428239,1,,,,Europe/Rome,1
1212,1212,MONTECARLO,,38.155131390000001,13.32463471,1,,,,Europe/Rome,1
1213,1213,MONTEPELLEGRINO - AMMIRAGLIO RIZZO,,38.141071439999997,13.35800173,1,,,,Europe/Rome,1
1214,1214,MONTEPELLEGRINO - AMMIRAGLIO RIZZO,,38.140882310000002,13.357779089999999,1,,,,Europe/Rome,1
1215,1215,MONTEPELLEGRINO - LORIA,,38.13945228,13.35828871,1,,,,Europe/Rome,1
1216,1216,MONTEPELLEGRINO - LORIA,,38.139480509999999,13.35804194,1,,,,Europe/Rome,1
1217,1217,MONTEPELLEGRINO - MERCATO,,38.136587159999998,13.35845232,1,,,,Europe/Rome,1
1218,1218,MONTEPELLEGRINO - MERCATO,,38.13646834,13.358594849999999,1,,,,Europe/Rome,1
122,122,AQUINO MOLARA - DECANO,,38.08098631,13.30764797,1,,,,Europe/Rome,1
1220,1220,MONTEPELLEGRINO - MONTALBO,,38.137454480000002,13.358586430000001,1,,,,Europe/Rome,1
1221,1221,MONTEPELLEGRINO - MONTALBO,,38.138039650000003,13.358256519999999,1,,,,Europe/Rome,1
1222,1222,MONTUORO,,38.125265659999997,13.33083862,1,,,,Europe/Rome,1
123,123,AQUINO MOLARA - DECANO,,38.080922430000001,13.30766603,1,,,,Europe/Rome,1
1231,1231,NEBRODI - BELGIO,,38.14963667,13.32942667,1,,,,Europe/Rome,1
1233,1233,NEBRODI - DE GASPERI,,38.149728330000002,13.329314999999999,1,,,,Europe/Rome,1
1234,1234,NEBRODI - DELLE MADONIE,,38.146466670000002,13.331465,1,,,,Europe/Rome,1
1237,1237,NEBRODI - SARDEGNA,,38.145960000000002,13.33169333,1,,,,Europe/Rome,1
1238,1238,NENNI - ACC. A29 VALLE,,38.152362599999996,13.32271993,1,,,,Europe/Rome,1
1239,1239,NENNI - CROCE ROSSA ITALIANA,,38.154785740000001,13.32038569,1,,,,Europe/Rome,1
124,124,AQUINO MOLARA - GALATI,,38.080369269999998,13.305670470000001,1,,,,Europe/Rome,1
1240,1240,NENNI - CROCE ROSSA ITALIANA,,38.155043329999998,13.320043330000001,1,,,,Europe/Rome,1
1242,1242,NICOLETTI - PIAZZA BOLIVAR,,38.189025923333332,13.296653636666669,1,,,,Europe/Rome,1
1243,1243,NICOLETTI - PIAZZA BOLIVAR,,38.188852689999997,13.29709594,1,,,,Europe/Rome,1
1244,1244,NICOLETTI - T.S. 49,,38.193423180000003,13.286192209999999,1,,,,Europe/Rome,1
1246,1246,NICOLETTI,,38.191073590000002,13.29122048,1,,,,Europe/Rome,1
1247,1247,NINA SICILIANA - PARCHEGGIO EMIRI,,38.115973330000003,13.332043329999999,1,,,40000, ,1
1248,1248,NINA SICILIANA - PERPIGNANO,,38.118582100000012,13.331438450000006,1,,,,Europe/Rome,1
1249,1249,NINA SICILIANA - SCUOLA LA TORRE,,38.116386669999997,13.331923329999999,1,,,40000, ,1
125,125,AQUINO MOLARA - GALATI,,38.080378519999996,13.305827320000001,1,,,,Europe/Rome,1
1250,1250,NISO,,38.205646569999999,13.318335210000001,1,,,,Europe/Rome,1
1253,1253,NOCE - LITTARA,,38.12115859,13.33528742,1,,,,Europe/Rome,1
1254,1254,NOCE - LITTARA,,38.121006659999999,13.33555833,1,,,,Europe/Rome,1
1255,1255,NOTARBARTOLO - DI MARIA,,38.131982669999999,13.34291428,1,,,,Europe/Rome,1
1256,1256,NOTARBARTOLO - MORELLO,,38.132473330000003,13.344875,1,,,,Europe/Rome,1
1257,1257,NOTARBARTOLO - PETRARCA,,38.133184999999997,13.34764667,1,,,,Europe/Rome,1
1258,1258,NOTARBARTOLO - PETRARCA,,38.133208099999997,13.347550249999999,1,,,,Europe/Rome,1
1259,1259,NOTARBARTOLO - SCIUTI,,38.132290969999993,13.343936539999994,1,,,,Europe/Rome,1
1260,1260,OLIMPO - ASPASIA,,38.188849470000001,13.31199148,1,,,,Europe/Rome,1
1261,1261,OLIMPO - CASTELFORTE,,38.18889025,13.32078338,1,,,,Europe/Rome,1
1262,1262,OLIMPO - CASTELFORTE,,38.18903255,13.320198660000001,1,,,,Europe/Rome,1
1263,1263,OLIMPO - CHIRONE,,38.188864080000002,13.307592380000001,1,,,,Europe/Rome,1
1264,1264,OLIMPO - CHIRONE,,38.189097830000001,13.30680473,1,,,,Europe/Rome,1
1265,1265,OLIMPO - EURIPIDE,,38.189114660000001,13.30427581,1,,,,Europe/Rome,1
1266,1266,OLIMPO - PALASPORT,,38.188881819999999,13.31674933,1,,,,Europe/Rome,1
1267,1267,OLIMPO - PALASPORT,,38.189062059999998,13.31676006,1,,,,Europe/Rome,1
1268,1268,OLIMPO - VILLA SCALEA,,38.188895989999999,13.302389010000001,1,,,,Europe/Rome,1
1269,1269,OLIMPO - VILLA SCALEA,,38.189112950000002,13.301399590000001,1,,,,Europe/Rome,1
1270,1270,OLIMPO,,38.188877009999999,13.30490492,1,,,,Europe/Rome,1
1271,1271,OLIMPO,,38.189082630000001,13.31236573,1,,,,Europe/Rome,1
1272,1272,OLIO DI LINO - MOLARA,,38.078594680000002,13.313582970000001,1,,,,Europe/Rome,1
1273,1273,OLIO DI LINO - MOLARA,,38.078491130000003,13.313672929999999,1,,,,Europe/Rome,1
1274,1274,OLIO DI LINO 1,,38.084987890000001,13.32635571,1,,,,Europe/Rome,1
1275,1275,OLIO DI LINO 10,,38.080823199999998,13.31887633,1,,,,Europe/Rome,1
1276,1276,OLIO DI LINO 11,,38.081230669999997,13.320705589999999,1,,,,Europe/Rome,1
1279,1279,OLIO DI LINO 14,,38.084941219999997,13.326423050000001,1,,,,Europe/Rome,1
128,128,ARCHIRAFI - TIRO A SEGNO,,38.108917329999997,13.37416696,1,,,,Europe/Rome,1
1282,1282,OLIO DI LINO 4,,38.081302460000003,13.320698889999999,1,,,,Europe/Rome,1
1283,1283,OLIO DI LINO 5,,38.080879150000001,13.31893936,1,,,,Europe/Rome,1
1288,1288,ORETO - BERGAMO,,38.104869999999998,13.368394999999994,1,,,,Europe/Rome,1
1289,1289,ORETO - BERGAMO,,38.104356670000008,13.368816669999999,1,,,,Europe/Rome,1
1290,1290,ORETO - BUONRIPOSO,,38.099753329999999,13.37178333,1,,,,Europe/Rome,1
1291,1291,ORETO - BUONRIPOSO,,38.100141669999985,13.371565000000002,1,,,,Europe/Rome,1
1292,1292,ORETO - CONCORDIA,,38.09836,13.372778329999996,1,,,,Europe/Rome,1
1293,1293,ORETO - ERRANTE,,38.108127997500006,13.366312092500001,1,,,,Europe/Rome,1
1294,1294,ORETO - ERRANTE,,38.107522759999995,13.36677411,1,,,,Europe/Rome,1
1295,1295,ORETO - LA COLLA,,38.100659999999991,13.371164999999998,1,,,,Europe/Rome,1
1296,1296,ORETO - LA COLLA,,38.10101667,13.371004999999998,1,,,,Europe/Rome,1
1297,1297,ORETO - LO BIANCO,,38.095530990000022,13.374454379999989,1,,,,Europe/Rome,1
1298,1298,ORETO - LO BIANCO,,38.09541033,13.37465057,1,,,,Europe/Rome,1
1299,1299,ORETO - MENDOLA,,38.106616822500001,13.367254122500004,1,,,,Europe/Rome,1
13,13,ACC. A29 MONTE 3,,38.17653679,13.2946948,1,,,,Europe/Rome,1
130,130,ARCULEO,,38.117278329999998,13.33356833,1,,,,Europe/Rome,1
1300,1300,ORETO - MENDOLA,,38.106151670000017,13.367686670000005,1,,,,Europe/Rome,1
1301,1301,ORETO - ORSA MINORE,,38.096871369999995,13.373583999999996,1,,,,Europe/Rome,1
1302,1302,ORETO - ORSA MINORE,,38.096826204999999,13.373727550000002,1,,,,Europe/Rome,1
1303,1303,ORETO - ORSA MINORE - O.S.6,,38.097589999999997,13.37302,1,,,,Europe/Rome,1
1304,1304,ORETO - ORSI,,38.094346849999987,13.375210489999988,1,,,,Europe/Rome,1
1305,1305,ORETO - REGIONE SICILIANA,,38.092417800000014,13.376487629999991,1,,,,Europe/Rome,1
1307,1307,ORETO - S. ANTONINO,,38.109155279999996,13.365612480000003,1,,,,Europe/Rome,1
1308,1308,ORETO - SIRILLO,,38.094028049999999,13.37552324,1,,,,Europe/Rome,1
1309,1309,ORSA MAGGIORE - CAPRICORNO,,38.093820000000001,13.36336,1,,,,Europe/Rome,1
131,131,ARTALE,,38.099816670000003,13.348039999999999,1,,,,Europe/Rome,1
1310,1310,ORSA MAGGIORE - CAPRICORNO,,38.093724080000001,13.363199829999999,1,,,,Europe/Rome,1
1311,1311,ORSA MAGGIORE - ORSA MINORE,,38.093901670000001,13.365170000000001,1,,,,Europe/Rome,1
1312,1312,ORSA MAGGIORE - ORSA MINORE,,38.093796910000002,13.364860119999999,1,,,,Europe/Rome,1
1314,1314,ORSA MINORE - ALBIRI,,38.090721260000002,13.365532010000003,1,,,,Europe/Rome,1
1316,1316,ORSA MINORE - CHIAVELLI,,38.094836669999999,13.367986670000001,1,,,,Europe/Rome,1
1317,1317,ORSA MINORE - CHIAVELLI,,38.095557379999967,13.369275030000004,1,,,,Europe/Rome,1
1318,1318,ORSA MINORE - ORETO,,38.096879999999999,13.372178330000001,1,,,,Europe/Rome,1
1319,1319,ORSA MINORE - ORETO,,38.096890450000032,13.372451129999989,1,,,,Europe/Rome,1
132,132,ARTIGLIERE,,38.146048329999992,13.34280167,1,,,,Europe/Rome,1
